Date,YearMonth,URL,Primary_Search_Intent,SEMrush_Best_Position,Tracked_Keywords_Count,Total_Keyword_Search_Volume,GSC_Position,Impressions,Clicks,CTR,Completed_Orders,Revenue,Revenue_Per_Click,Conversion_Rate_%,MoM_Revenue_Growth_%
2024-12-10,2024-12,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,10.2,326,13,0.0399,2,266.44,20.5,15.38,36.35
2024-12-11,2024-12,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,8.0,302,13,0.043,2,319.14,24.55,15.38,36.35
2024-12-12,2024-12,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,14.6,316,19,0.0601,0,0.0,0.0,0.0,36.35
2024-12-13,2024-12,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,9.7,293,9,0.0307,1,136.57,15.17,11.11,36.35
2024-12-14,2024-12,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,2.6,297,6,0.0202,0,0.0,0.0,0.0,36.35
2024-12-15,2024-12,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,13.1,366,20,0.0546,0,0.0,0.0,0.0,36.35
2024-12-16,2024-12,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,16.2,287,15,0.0523,0,0.0,0.0,0.0,36.35
2024-12-17,2024-12,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,13.2,310,7,0.0226,0,0.0,0.0,0.0,36.35
2024-12-18,2024-12,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,9.0,314,17,0.0541,1,136.26,8.02,5.88,36.35
2024-12-19,2024-12,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,7.5,364,24,0.0659,3,506.2,21.09,12.5,36.35
2024-12-20,2024-12,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,14.1,309,15,0.0485,0,0.0,0.0,0.0,36.35
2024-12-21,2024-12,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,8.5,283,6,0.0212,0,0.0,0.0,0.0,36.35
2024-12-22,2024-12,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,8.2,314,11,0.035,0,0.0,0.0,0.0,36.35
2024-12-23,2024-12,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,9.5,311,20,0.0643,1,146.71,7.34,5.0,36.35
2024-12-24,2024-12,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,13.5,325,18,0.0554,0,0.0,0.0,0.0,36.35
2024-12-25,2024-12,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,7.9,353,14,0.0397,3,451.92,32.28,21.43,36.35
2024-12-26,2024-12,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,8.7,351,8,0.0228,0,0.0,0.0,0.0,36.35
2024-12-27,2024-12,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,13.2,368,9,0.0245,0,0.0,0.0,0.0,36.35
2024-12-28,2024-12,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,9.4,331,8,0.0242,0,0.0,0.0,0.0,36.35
2024-12-29,2024-12,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,7.8,348,13,0.0374,2,325.6,25.05,15.38,36.35
2024-12-30,2024-12,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,16.1,316,8,0.0253,0,0.0,0.0,0.0,36.35
2024-12-31,2024-12,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,8.9,310,11,0.0355,0,0.0,0.0,0.0,36.35
2025-01-01,2025-01,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,7.7,387,29,0.0749,1,166.28,5.73,3.45,2.94
2025-01-02,2025-01,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,8.4,341,22,0.0645,1,165.44,7.52,4.55,2.94
2025-01-03,2025-01,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,9.9,377,15,0.0398,0,0.0,0.0,0.0,2.94
2025-01-04,2025-01,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,10.5,363,7,0.0193,1,155.73,22.25,14.29,2.94
2025-01-05,2025-01,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,13.8,326,19,0.0583,1,177.81,9.36,5.26,2.94
2025-01-06,2025-01,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,9.2,323,14,0.0433,0,0.0,0.0,0.0,2.94
2025-01-07,2025-01,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,14.2,366,22,0.0601,0,0.0,0.0,0.0,2.94
2025-01-08,2025-01,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,15.8,390,11,0.0282,1,153.53,13.96,9.09,2.94
2025-01-09,2025-01,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,13.5,355,11,0.031,0,0.0,0.0,0.0,2.94
2025-01-10,2025-01,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,5.5,390,19,0.0487,0,0.0,0.0,0.0,2.94
2025-01-11,2025-01,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,5.0,352,7,0.0199,2,313.01,44.72,28.57,2.94
2025-01-12,2025-01,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,10.7,318,13,0.0409,2,277.03,21.31,15.38,2.94
2025-01-13,2025-01,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,9.1,327,12,0.0367,0,0.0,0.0,0.0,2.94
2025-01-14,2025-01,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,11.8,383,25,0.0653,2,351.99,14.08,8.0,2.94
2025-01-15,2025-01,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,16.4,314,18,0.0573,0,0.0,0.0,0.0,2.94
2025-01-16,2025-01,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,13.8,352,13,0.0369,2,270.26,20.79,15.38,2.94
2025-01-17,2025-01,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,12.0,372,8,0.0215,0,0.0,0.0,0.0,2.94
2025-01-18,2025-01,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,5.4,319,19,0.0596,0,0.0,0.0,0.0,2.94
2025-01-19,2025-01,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,11.0,323,6,0.0186,0,0.0,0.0,0.0,2.94
2025-01-20,2025-01,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,14.0,357,9,0.0252,0,0.0,0.0,0.0,2.94
2025-01-21,2025-01,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,9.6,402,25,0.0622,1,143.06,5.72,4.0,2.94
2025-01-22,2025-01,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,8.9,350,24,0.0686,0,0.0,0.0,0.0,2.94
2025-01-23,2025-01,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,8.0,401,18,0.0449,1,169.78,9.43,5.56,2.94
2025-01-24,2025-01,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,13.6,380,16,0.0421,0,0.0,0.0,0.0,2.94
2025-01-25,2025-01,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,13.0,340,13,0.0382,0,0.0,0.0,0.0,2.94
2025-01-26,2025-01,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,12.2,420,23,0.0548,2,277.54,12.07,8.7,2.94
2025-01-27,2025-01,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,11.8,404,22,0.0545,1,135.25,6.15,4.55,2.94
2025-01-28,2025-01,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,8.1,423,27,0.0638,1,134.02,4.96,3.7,2.94
2025-01-29,2025-01,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,9.5,319,13,0.0408,1,144.81,11.14,7.69,2.94
2025-01-30,2025-01,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,16.2,322,13,0.0404,2,327.47,25.19,15.38,2.94
2025-01-31,2025-01,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,8.4,421,20,0.0475,1,154.52,7.73,5.0,2.94
2025-02-01,2025-02,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,10.8,427,16,0.0375,0,0.0,0.0,0.0,-3.77
2025-02-02,2025-02,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,7.6,359,20,0.0557,1,169.71,8.49,5.0,-3.77
2025-02-03,2025-02,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,13.4,355,9,0.0254,1,163.85,18.21,11.11,-3.77
2025-02-04,2025-02,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,10.2,325,18,0.0554,0,0.0,0.0,0.0,-3.77
2025-02-05,2025-02,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,13.5,374,9,0.0241,1,162.65,18.07,11.11,-3.77
2025-02-06,2025-02,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,11.5,416,12,0.0288,1,160.1,13.34,8.33,-3.77
2025-02-07,2025-02,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,5.8,345,10,0.029,2,348.46,34.85,20.0,-3.77
2025-02-08,2025-02,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,9.9,418,19,0.0455,1,177.57,9.35,5.26,-3.77
2025-02-09,2025-02,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,14.1,364,14,0.0385,0,0.0,0.0,0.0,-3.77
2025-02-10,2025-02,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,9.0,413,17,0.0412,0,0.0,0.0,0.0,-3.77
2025-02-11,2025-02,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,9.0,333,18,0.0541,2,336.61,18.7,11.11,-3.77
2025-02-12,2025-02,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,8.9,330,7,0.0212,2,320.03,45.72,28.57,-3.77
2025-02-13,2025-02,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,13.4,369,16,0.0434,4,572.76,35.8,25.0,-3.77
2025-02-14,2025-02,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,15.1,333,19,0.0571,1,140.63,7.4,5.26,-3.77
2025-02-15,2025-02,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,12.0,409,11,0.0269,0,0.0,0.0,0.0,-3.77
2025-02-16,2025-02,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,7.0,346,9,0.026,1,174.56,19.4,11.11,-3.77
2025-02-17,2025-02,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,11.8,344,21,0.061,1,151.94,7.24,4.76,-3.77
2025-02-18,2025-02,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,12.3,406,25,0.0616,1,149.52,5.98,4.0,-3.77
2025-02-19,2025-02,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,11.7,367,17,0.0463,0,0.0,0.0,0.0,-3.77
2025-02-20,2025-02,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,11.9,448,10,0.0223,0,0.0,0.0,0.0,-3.77
2025-02-21,2025-02,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,7.9,356,11,0.0309,2,298.35,27.12,18.18,-3.77
2025-02-22,2025-02,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,10.4,445,11,0.0247,1,153.93,13.99,9.09,-3.77
2025-02-23,2025-02,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,15.2,445,12,0.027,2,323.45,26.95,16.67,-3.77
2025-02-24,2025-02,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,14.7,365,10,0.0274,2,354.7,35.47,20.0,-3.77
2025-02-25,2025-02,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,11.9,375,15,0.04,1,133.49,8.9,6.67,-3.77
2025-02-26,2025-02,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,12.9,457,14,0.0306,0,0.0,0.0,0.0,-3.77
2025-02-27,2025-02,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,4.4,370,22,0.0595,1,176.39,8.02,4.55,-3.77
2025-02-28,2025-02,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,10.1,449,12,0.0267,0,0.0,0.0,0.0,-3.77
2025-03-01,2025-03,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,11.7,456,22,0.0482,0,0.0,0.0,0.0,5.24
2025-03-02,2025-03,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,14.3,365,10,0.0274,1,136.25,13.62,10.0,5.24
2025-03-03,2025-03,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,9.2,360,10,0.0278,1,168.82,16.88,10.0,5.24
2025-03-04,2025-03,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,14.3,368,7,0.019,1,159.26,22.75,14.29,5.24
2025-03-05,2025-03,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,6.4,410,23,0.0561,3,468.03,20.35,13.04,5.24
2025-03-06,2025-03,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,13.1,422,11,0.0261,0,0.0,0.0,0.0,5.24
2025-03-07,2025-03,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,9.8,415,30,0.0723,1,161.29,5.38,3.33,5.24
2025-03-08,2025-03,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,6.9,367,21,0.0572,1,165.58,7.88,4.76,5.24
2025-03-09,2025-03,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,12.5,445,12,0.027,0,0.0,0.0,0.0,5.24
2025-03-10,2025-03,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,5.0,460,18,0.0391,0,0.0,0.0,0.0,5.24
2025-03-11,2025-03,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,4.3,387,26,0.0672,0,0.0,0.0,0.0,5.24
2025-03-12,2025-03,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,7.5,465,15,0.0323,0,0.0,0.0,0.0,5.24
2025-03-13,2025-03,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,12.7,358,13,0.0363,2,289.92,22.3,15.38,5.24
2025-03-14,2025-03,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,14.4,429,21,0.049,1,159.04,7.57,4.76,5.24
2025-03-15,2025-03,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,5.8,369,20,0.0542,0,0.0,0.0,0.0,5.24
2025-03-16,2025-03,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,9.3,433,18,0.0416,0,0.0,0.0,0.0,5.24
2025-03-17,2025-03,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,11.3,454,28,0.0617,1,168.44,6.02,3.57,5.24
2025-03-18,2025-03,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,10.1,386,24,0.0622,2,291.76,12.16,8.33,5.24
2025-03-19,2025-03,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,12.6,453,14,0.0309,1,131.91,9.42,7.14,5.24
2025-03-20,2025-03,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,9.2,475,12,0.0253,1,151.02,12.58,8.33,5.24
2025-03-21,2025-03,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,8.5,457,14,0.0306,0,0.0,0.0,0.0,5.24
2025-03-22,2025-03,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,6.4,398,28,0.0704,0,0.0,0.0,0.0,5.24
2025-03-23,2025-03,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,9.1,480,26,0.0542,1,146.89,5.65,3.85,5.24
2025-03-24,2025-03,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,12.1,365,7,0.0192,0,0.0,0.0,0.0,5.24
2025-03-25,2025-03,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,10.4,419,25,0.0597,0,0.0,0.0,0.0,5.24
2025-03-26,2025-03,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,14.0,447,21,0.047,1,151.13,7.2,4.76,5.24
2025-03-27,2025-03,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,5.8,367,14,0.0381,1,144.27,10.31,7.14,5.24
2025-03-28,2025-03,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,14.0,485,23,0.0474,2,320.3,13.93,8.7,5.24
2025-03-29,2025-03,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,9.0,434,26,0.0599,1,133.32,5.13,3.85,5.24
2025-03-30,2025-03,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,7.7,436,21,0.0482,1,165.31,7.87,4.76,5.24
2025-03-31,2025-03,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,7.9,453,16,0.0353,0,0.0,0.0,0.0,5.24
2025-04-01,2025-04,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,9.1,381,29,0.0761,0,0.0,0.0,0.0,-5.74
2025-04-02,2025-04,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,13.0,458,10,0.0218,1,149.03,14.9,10.0,-5.74
2025-04-03,2025-04,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,9.1,364,17,0.0467,1,169.07,9.95,5.88,-5.74
2025-04-04,2025-04,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,9.9,415,22,0.053,3,529.52,24.07,13.64,-5.74
2025-04-05,2025-04,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,5.7,456,16,0.0351,2,352.24,22.02,12.5,-5.74
2025-04-06,2025-04,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,11.0,393,22,0.056,2,285.13,12.96,9.09,-5.74
2025-04-07,2025-04,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,8.0,416,15,0.0361,2,341.61,22.77,13.33,-5.74
2025-04-08,2025-04,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,15.6,426,13,0.0305,0,0.0,0.0,0.0,-5.74
2025-04-09,2025-04,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,18.1,409,28,0.0685,0,0.0,0.0,0.0,-5.74
2025-04-10,2025-04,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,8.0,482,28,0.0581,0,0.0,0.0,0.0,-5.74
2025-04-11,2025-04,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,9.3,457,22,0.0481,0,0.0,0.0,0.0,-5.74
2025-04-12,2025-04,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,5.6,396,24,0.0606,1,145.6,6.07,4.17,-5.74
2025-04-13,2025-04,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,6.5,487,23,0.0472,0,0.0,0.0,0.0,-5.74
2025-04-14,2025-04,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,10.1,413,10,0.0242,1,145.28,14.53,10.0,-5.74
2025-04-15,2025-04,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,8.7,423,22,0.052,1,152.92,6.95,4.55,-5.74
2025-04-16,2025-04,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,6.2,485,26,0.0536,1,176.42,6.79,3.85,-5.74
2025-04-17,2025-04,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,6.0,433,12,0.0277,0,0.0,0.0,0.0,-5.74
2025-04-18,2025-04,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,12.5,442,13,0.0294,0,0.0,0.0,0.0,-5.74
2025-04-19,2025-04,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,12.4,389,18,0.0463,1,164.21,9.12,5.56,-5.74
2025-04-20,2025-04,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,11.8,454,26,0.0573,0,0.0,0.0,0.0,-5.74
2025-04-21,2025-04,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,12.3,377,12,0.0318,1,141.14,11.76,8.33,-5.74
2025-04-22,2025-04,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,13.0,395,11,0.0278,1,150.78,13.71,9.09,-5.74
2025-04-23,2025-04,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,5.8,421,10,0.0238,0,0.0,0.0,0.0,-5.74
2025-04-24,2025-04,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,5.9,368,22,0.0598,0,0.0,0.0,0.0,-5.74
2025-04-25,2025-04,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,8.1,387,12,0.031,0,0.0,0.0,0.0,-5.74
2025-04-26,2025-04,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,9.9,449,15,0.0334,2,267.91,17.86,13.33,-5.74
2025-04-27,2025-04,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,9.2,468,27,0.0577,1,175.03,6.48,3.7,-5.74
2025-04-28,2025-04,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,11.3,468,23,0.0491,1,166.24,7.23,4.35,-5.74
2025-04-29,2025-04,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,11.0,486,13,0.0267,1,150.69,11.59,7.69,-5.74
2025-04-30,2025-04,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,11.2,394,27,0.0685,0,0.0,0.0,0.0,-5.74
2025-05-01,2025-05,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,9.9,406,22,0.0542,1,140.35,6.38,4.55,4.19
2025-05-02,2025-05,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,6.0,443,18,0.0406,0,0.0,0.0,0.0,4.19
2025-05-03,2025-05,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,9.6,494,9,0.0182,0,0.0,0.0,0.0,4.19
2025-05-04,2025-05,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,8.7,490,29,0.0592,0,0.0,0.0,0.0,4.19
2025-05-05,2025-05,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,7.1,370,17,0.0459,1,134.78,7.93,5.88,4.19
2025-05-06,2025-05,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,9.5,458,22,0.048,0,0.0,0.0,0.0,4.19
2025-05-07,2025-05,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,9.9,432,12,0.0278,2,299.87,24.99,16.67,4.19
2025-05-08,2025-05,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,9.1,449,14,0.0312,0,0.0,0.0,0.0,4.19
2025-05-09,2025-05,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,11.7,436,10,0.0229,1,146.37,14.64,10.0,4.19
2025-05-10,2025-05,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,7.5,476,32,0.0672,0,0.0,0.0,0.0,4.19
2025-05-11,2025-05,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,15.4,428,21,0.0491,2,332.31,15.82,9.52,4.19
2025-05-12,2025-05,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,15.5,381,17,0.0446,2,332.52,19.56,11.76,4.19
2025-05-13,2025-05,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,11.1,481,10,0.0208,0,0.0,0.0,0.0,4.19
2025-05-14,2025-05,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,8.3,386,18,0.0466,0,0.0,0.0,0.0,4.19
2025-05-15,2025-05,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,11.3,450,18,0.04,1,156.19,8.68,5.56,4.19
2025-05-16,2025-05,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,5.6,400,25,0.0625,0,0.0,0.0,0.0,4.19
2025-05-17,2025-05,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,8.7,385,25,0.0649,0,0.0,0.0,0.0,4.19
2025-05-18,2025-05,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,6.2,390,23,0.059,1,161.31,7.01,4.35,4.19
2025-05-19,2025-05,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,9.4,382,19,0.0497,3,509.27,26.8,15.79,4.19
2025-05-20,2025-05,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,11.5,492,22,0.0447,0,0.0,0.0,0.0,4.19
2025-05-21,2025-05,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,12.9,479,21,0.0438,2,317.69,15.13,9.52,4.19
2025-05-22,2025-05,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,9.2,477,17,0.0356,2,350.84,20.64,11.76,4.19
2025-05-23,2025-05,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,9.1,432,18,0.0417,0,0.0,0.0,0.0,4.19
2025-05-24,2025-05,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,13.6,412,9,0.0218,1,133.98,14.89,11.11,4.19
2025-05-25,2025-05,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,3.6,491,15,0.0305,1,136.73,9.12,6.67,4.19
2025-05-26,2025-05,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,8.1,372,13,0.0349,2,278.49,21.42,15.38,4.19
2025-05-27,2025-05,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,8.9,439,16,0.0364,0,0.0,0.0,0.0,4.19
2025-05-28,2025-05,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,10.4,401,12,0.0299,1,169.56,14.13,8.33,4.19
2025-05-29,2025-05,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,9.0,466,15,0.0322,0,0.0,0.0,0.0,4.19
2025-05-30,2025-05,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,8.2,468,17,0.0363,2,350.3,20.61,11.76,4.19
2025-05-31,2025-05,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,8.1,394,18,0.0457,2,356.23,19.79,11.11,4.19
2025-06-01,2025-06,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,10.4,480,19,0.0396,1,157.78,8.3,5.26,-11.06
2025-06-02,2025-06,fitcommerce.com/blog/protein-powder-buying-guide,Commercial,9,4,4337,9.1,408,22,0.0539,0,0.0,0.0,0.0,-11.06
